dna_type,filepath,ftp_basename,length_of_seqs,num_of_seqs
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000445425.4_ASM44542v4_chromosome.fna,GCF_000445425.4_ASM44542v4,907293,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000445425.4_ASM44542v4_plasmid.fna,GCF_000445425.4_ASM44542v4,30673,1
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000021565.1_ASM2156v1_chromosome.fna,GCF_000021565.1_ASM2156v1,1930284,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000021565.1_ASM2156v1_plasmid.fna,GCF_000021565.1_ASM2156v1,53682,1
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000385925.1_ASM38592v1_chromosome.fna,GCF_000385925.1_ASM38592v1,2142100,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000385925.1_ASM38592v1_plasmid.fna,GCF_000385925.1_ASM38592v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_001420915.1_ASM142091v1_chromosome.fna,GCF_001420915.1_ASM142091v1,4416600,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_001420915.1_ASM142091v1_plasmid.fna,GCF_001420915.1_ASM142091v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000297055.2_ASM29705v2_chromosome.fna,GCF_000297055.2_ASM29705v2,3130594,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000297055.2_ASM29705v2_plasmid.fna,GCF_000297055.2_ASM29705v2,86619,1
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000019725.1_ASM1972v1_chromosome.fna,GCF_000019725.1_ASM1972v1,6077833,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000019725.1_ASM1972v1_plasmid.fna,GCF_000019725.1_ASM1972v1,586164:47003:42985:37743:36410:27836:22114:21022,8
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_900011245.1_BF49.v1_chromosome.fna,GCF_900011245.1_BF49.v1,7547693,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_900011245.1_BF49.v1_plasmid.fna,GCF_900011245.1_BF49.v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000009365.1_ASM936v1_chromosome.fna,GCF_000009365.1_ASM936v1,3120143,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000009365.1_ASM936v1_plasmid.fna,GCF_000009365.1_ASM936v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000016825.1_ASM1682v1_chromosome.fna,GCF_000016825.1_ASM1682v1,1999618,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000016825.1_ASM1682v1_plasmid.fna,GCF_000016825.1_ASM1682v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000632985.1_ASM63298v1_chromosome.fna,GCF_000632985.1_ASM63298v1,884232,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000632985.1_ASM63298v1_plasmid.fna,GCF_000632985.1_ASM63298v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000019905.1_ASM1990v1_chromosome.fna,GCF_000019905.1_ASM1990v1,3034136,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000019905.1_ASM1990v1_plasmid.fna,GCF_000019905.1_ASM1990v1,4885:1765,2
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000157355.2_ASM15735v2_chromosome.fna,GCF_000157355.2_ASM15735v2,3427276,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000157355.2_ASM15735v2_plasmid.fna,GCF_000157355.2_ASM15735v2,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000214215.1_ASM21421v1_chromosome.fna,GCF_000214215.1_ASM21421v1,3899940,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000214215.1_ASM21421v1_plasmid.fna,GCF_000214215.1_ASM21421v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000012865.1_ASM1286v1_chromosome.fna,GCF_000012865.1_ASM1286v1,2401520,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000012865.1_ASM1286v1_plasmid.fna,GCF_000012865.1_ASM1286v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000015345.1_ASM1534v1_chromosome.fna,GCF_000015345.1_ASM1534v1,1389350,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000015345.1_ASM1534v1_plasmid.fna,GCF_000015345.1_ASM1534v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000012685.1_ASM1268v1_chromosome.fna,GCF_000012685.1_ASM1268v1,9139763,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000012685.1_ASM1268v1_plasmid.fna,GCF_000012685.1_ASM1268v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000261025.1_ASM26102v1_chromosome.fna,GCF_000261025.1_ASM26102v1,579647:2119790,2
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000261025.1_ASM26102v1_plasmid.fna,GCF_000261025.1_ASM26102v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000011965.2_ASM1196v2_chromosome.fna,GCF_000011965.2_ASM1196v2,4109437,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000011965.2_ASM1196v2_plasmid.fna,GCF_000011965.2_ASM1196v2,491611,1
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000953655.1_LHA_chromosome.fna,GCF_000953655.1_LHA,3440975,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000953655.1_LHA_plasmid.fna,GCF_000953655.1_LHA,129882,1
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000953635.1_LMI_chromosome.fna,GCF_000953635.1_LMI,3310028,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000953635.1_LMI_plasmid.fna,GCF_000953635.1_LMI,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000023465.1_ASM2346v1_chromosome.fna,GCF_000023465.1_ASM2346v1,5128187,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000023465.1_ASM2346v1_plasmid.fna,GCF_000023465.1_ASM2346v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000485905.1_ASM48590v1_chromosome.fna,GCF_000485905.1_ASM48590v1,1926631,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000485905.1_ASM48590v1_plasmid.fna,GCF_000485905.1_ASM48590v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000746645.1_ASM74664v1_chromosome.fna,GCF_000746645.1_ASM74664v1,4335793,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000746645.1_ASM74664v1_plasmid.fna,GCF_000746645.1_ASM74664v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000021805.1_ASM2180v1_chromosome.fna,GCF_000021805.1_ASM2180v1,4679413,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000021805.1_ASM2180v1_plasmid.fna,GCF_000021805.1_ASM2180v1,50894:40786:16601,3
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000259275.1_ASM25927v1_chromosome.fna,GCF_000259275.1_ASM25927v1,1833666,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000259275.1_ASM25927v1_plasmid.fna,GCF_000259275.1_ASM25927v1,14124,1
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000011645.1_ASM1164v1_chromosome.fna,GCF_000011645.1_ASM1164v1,4222597,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000011645.1_ASM1164v1_plasmid.fna,GCF_000011645.1_ASM1164v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000284615.1_ASM28461v1_chromosome.fna,GCF_000284615.1_ASM28461v1,3989480,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000284615.1_ASM28461v1_plasmid.fna,GCF_000284615.1_ASM28461v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000510265.1_ASM51026v1_chromosome.fna,GCF_000510265.1_ASM51026v1,1518636,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000510265.1_ASM51026v1_plasmid.fna,GCF_000510265.1_ASM51026v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000981505.1_Candidatus_Methylopumilus_planktonicus_MMS-2-53_chromosome.fna,GCF_000981505.1_Candidatus_Methylopumilus_planktonicus_MMS-2-53,1356428,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000981505.1_Candidatus_Methylopumilus_planktonicus_MMS-2-53_plasmid.fna,GCF_000981505.1_Candidatus_Methylopumilus_planktonicus_MMS-2-53,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_001458475.1_KKKWG1_chromosome.fna,GCF_001458475.1_KKKWG1,2140065,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_001458475.1_KKKWG1_plasmid.fna,GCF_001458475.1_KKKWG1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000211855.2_ASM21185v3_chromosome.fna,GCF_000211855.2_ASM21185v3,3296168,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000211855.2_ASM21185v3_plasmid.fna,GCF_000211855.2_ASM21185v3,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000967305.2_ASM96730v2_chromosome.fna,GCF_000967305.2_ASM96730v2,4233756,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000967305.2_ASM96730v2_plasmid.fna,GCF_000967305.2_ASM96730v2,14928,1
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000191045.1_ASM19104v1_chromosome.fna,GCF_000191045.1_ASM19104v1,1541968,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000191045.1_ASM19104v1_plasmid.fna,GCF_000191045.1_ASM19104v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000829315.1_ASM82931v1_chromosome.fna,GCF_000829315.1_ASM82931v1,1250060,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000829315.1_ASM82931v1_plasmid.fna,GCF_000829315.1_ASM82931v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000012385.1_ASM1238v1_chromosome.fna,GCF_000012385.1_ASM1238v1,1522076,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000012385.1_ASM1238v1_plasmid.fna,GCF_000012385.1_ASM1238v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000021025.1_ASM2102v1_chromosome.fna,GCF_000021025.1_ASM2102v1,3169329,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000021025.1_ASM2102v1_plasmid.fna,GCF_000021025.1_ASM2102v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000157895.3_ASM15789v2_chromosome.fna,GCF_000157895.3_ASM15789v2,6432277,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000157895.3_ASM15789v2_plasmid.fna,GCF_000157895.3_ASM15789v2,144951,1
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_001709315.1_ASM170931v1_chromosome.fna,GCF_001709315.1_ASM170931v1,4182028,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_001709315.1_ASM170931v1_plasmid.fna,GCF_001709315.1_ASM170931v1,543504:216117:173592,3
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_001411495.1_ASM141149v1_chromosome.fna,GCF_001411495.1_ASM141149v1,3791734:3408190:1196214,3
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_001411495.1_ASM141149v1_plasmid.fna,GCF_001411495.1_ASM141149v1,209807,1
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000696485.1_ASM69648v1_chromosome.fna,GCF_000696485.1_ASM69648v1,4074048,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000696485.1_ASM69648v1_plasmid.fna,GCF_000696485.1_ASM69648v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_001022195.1_ASM102219v1_chromosome.fna,GCF_001022195.1_ASM102219v1,6257473,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_001022195.1_ASM102219v1_plasmid.fna,GCF_001022195.1_ASM102219v1,14274:150318:16069:1919:227680:33610:49200:53596:6538:83652:332956,11
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000008205.1_ASM820v1_chromosome.fna,GCF_000008205.1_ASM820v1,897405,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000008205.1_ASM820v1_plasmid.fna,GCF_000008205.1_ASM820v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_001584185.1_ASM158418v1_chromosome.fna,GCF_001584185.1_ASM158418v1,5730025,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_001584185.1_ASM158418v1_plasmid.fna,GCF_001584185.1_ASM158418v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_001874625.1_ASM187462v1_chromosome.fna,GCF_001874625.1_ASM187462v1,4780676,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_001874625.1_ASM187462v1_plasmid.fna,GCF_001874625.1_ASM187462v1,108417,1
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000146065.2_ASM14606v1_chromosome.fna,GCF_000146065.2_ASM14606v1,2246820,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000146065.2_ASM14606v1_plasmid.fna,GCF_000146065.2_ASM14606v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000009845.1_ASM984v1_chromosome.fna,GCF_000009845.1_ASM984v1,853092,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000009845.1_ASM984v1_plasmid.fna,GCF_000009845.1_ASM984v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000953015.1_Candidatus_Methylopumilus_turicensis_MMS-10A-171_chromosome.fna,GCF_000953015.1_Candidatus_Methylopumilus_turicensis_MMS-10A-171,1754988,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000953015.1_Candidatus_Methylopumilus_turicensis_MMS-10A-171_plasmid.fna,GCF_000953015.1_Candidatus_Methylopumilus_turicensis_MMS-10A-171,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000021725.1_ASM2172v1_chromosome.fna,GCF_000021725.1_ASM2172v1,1676444,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000021725.1_ASM2172v1_plasmid.fna,GCF_000021725.1_ASM2172v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000144695.1_ASM14469v1_chromosome.fna,GCF_000144695.1_ASM14469v1,2469596,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000144695.1_ASM14469v1_plasmid.fna,GCF_000144695.1_ASM14469v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_001310255.1_ASM131025v1_chromosome.fna,GCF_001310255.1_ASM131025v1,3475610,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_001310255.1_ASM131025v1_plasmid.fna,GCF_001310255.1_ASM131025v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_001447335.1_ASM144733v1_chromosome.fna,GCF_001447335.1_ASM144733v1,4400034,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_001447335.1_ASM144733v1_plasmid.fna,GCF_001447335.1_ASM144733v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_001593245.1_ASM159324v1_chromosome.fna,GCF_001593245.1_ASM159324v1,4923009,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_001593245.1_ASM159324v1_plasmid.fna,GCF_001593245.1_ASM159324v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000177615.2_ASM17761v2_chromosome.fna,GCF_000177615.2_ASM17761v2,5323186,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000177615.2_ASM17761v2_plasmid.fna,GCF_000177615.2_ASM17761v2,12355:5448,2
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000021885.1_ASM2188v1_chromosome.fna,GCF_000021885.1_ASM2188v1,2269156,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000021885.1_ASM2188v1_plasmid.fna,GCF_000021885.1_ASM2188v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_001432245.1_ASM143224v1_chromosome.fna,GCF_001432245.1_ASM143224v1,2822193,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_001432245.1_ASM143224v1_plasmid.fna,GCF_001432245.1_ASM143224v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_001558255.1_ASM155825v1_chromosome.fna,GCF_001558255.1_ASM155825v1,3215193:783080,2
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_001558255.1_ASM155825v1_plasmid.fna,GCF_001558255.1_ASM155825v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000192745.1_ASM19274v1_chromosome.fna,GCF_000192745.1_ASM19274v1,4649365,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000192745.1_ASM19274v1_plasmid.fna,GCF_000192745.1_ASM19274v1,69598,1
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_001558415.1_ASM155841v1_chromosome.fna,GCF_001558415.1_ASM155841v1,1671890:3155834,2
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_001558415.1_ASM155841v1_plasmid.fna,GCF_001558415.1_ASM155841v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000021285.1_ASM2128v1_chromosome.fna,GCF_000021285.1_ASM2128v1,2016657,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000021285.1_ASM2128v1_plasmid.fna,GCF_000021285.1_ASM2128v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000196855.1_ASM19685v1_chromosome.fna,GCF_000196855.1_ASM19685v1,1954080,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000196855.1_ASM19685v1_plasmid.fna,GCF_000196855.1_ASM19685v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000019285.1_ASM1928v1_chromosome.fna,GCF_000019285.1_ASM1928v1,2045775,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000019285.1_ASM1928v1_plasmid.fna,GCF_000019285.1_ASM1928v1,3936,1
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_900087055.1_31289_E01_chromosome.fna,GCF_900087055.1_31289_E01,3405979,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_900087055.1_31289_E01_plasmid.fna,GCF_900087055.1_31289_E01,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_001444365.1_ASM144436v1_chromosome.fna,GCF_001444365.1_ASM144436v1,4337945,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_001444365.1_ASM144436v1_plasmid.fna,GCF_001444365.1_ASM144436v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000011025.1_ASM1102v1_chromosome.fna,GCF_000011025.1_ASM1102v1,2264603,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000011025.1_ASM1102v1_plasmid.fna,GCF_000011025.1_ASM1102v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000013325.1_ASM1332v1_chromosome.fna,GCF_000013325.1_ASM1332v1,3561584,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000013325.1_ASM1332v1_plasmid.fna,GCF_000013325.1_ASM1332v1,184462:487268,2
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000348805.1_ASM34880v1_chromosome.fna,GCF_000348805.1_ASM34880v1,632490,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000348805.1_ASM34880v1_plasmid.fna,GCF_000348805.1_ASM34880v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_001010285.1_ASM101028v1_chromosome.fna,GCF_001010285.1_ASM101028v1,5147098,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_001010285.1_ASM101028v1_plasmid.fna,GCF_001010285.1_ASM101028v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_001594265.1_ASM159426v1_chromosome.fna,GCF_001594265.1_ASM159426v1,2367908,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_001594265.1_ASM159426v1_plasmid.fna,GCF_001594265.1_ASM159426v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_001262035.1_ASM126203v1_chromosome.fna,GCF_001262035.1_ASM126203v1,2414427,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_001262035.1_ASM126203v1_plasmid.fna,GCF_001262035.1_ASM126203v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000317065.1_ASM31706v1_chromosome.fna,GCF_000317065.1_ASM31706v1,4557046,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000317065.1_ASM31706v1_plasmid.fna,GCF_000317065.1_ASM31706v1,328634,1
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000215975.1_ASM21597v1_chromosome.fna,GCF_000215975.1_ASM21597v1,1634377,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000215975.1_ASM21597v1_plasmid.fna,GCF_000215975.1_ASM21597v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000828715.1_ASM82871v1_chromosome.fna,GCF_000828715.1_ASM82871v1,3811479,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000828715.1_ASM82871v1_plasmid.fna,GCF_000828715.1_ASM82871v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000017105.1_ASM1710v1_chromosome.fna,GCF_000017105.1_ASM1710v1,2158758,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000017105.1_ASM1710v1_plasmid.fna,GCF_000017105.1_ASM1710v1,54179,1
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000754275.1_ASM75427v1_chromosome.fna,GCF_000754275.1_ASM75427v1,2271840,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000754275.1_ASM75427v1_plasmid.fna,GCF_000754275.1_ASM75427v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000017005.1_ASM1700v1_chromosome.fna,GCF_000017005.1_ASM1700v1,2196662,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000017005.1_ASM1700v1_plasmid.fna,GCF_000017005.1_ASM1700v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000023785.1_ASM2378v1_chromosome.fna,GCF_000023785.1_ASM2378v1,3455622,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000023785.1_ASM2378v1_plasmid.fna,GCF_000023785.1_ASM2378v1,84492,1
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_001439585.2_ASM143958v2_chromosome.fna,GCF_001439585.2_ASM143958v2,3664835,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_001439585.2_ASM143958v2_plasmid.fna,GCF_001439585.2_ASM143958v2,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000023025.1_ASM2302v1_chromosome.fna,GCF_000023025.1_ASM2302v1,5193164,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000023025.1_ASM2302v1_plasmid.fna,GCF_000023025.1_ASM2302v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000007745.1_ASM774v1_chromosome.fna,GCF_000007745.1_ASM774v1,2314078,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000007745.1_ASM774v1_plasmid.fna,GCF_000007745.1_ASM774v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000260985.3_ASM26098v2_chromosome.fna,GCF_000260985.3_ASM26098v2,3137191,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000260985.3_ASM26098v2_plasmid.fna,GCF_000260985.3_ASM26098v2,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000260965.1_ASM26096v1_chromosome.fna,GCF_000260965.1_ASM26096v1,2697465,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000260965.1_ASM26096v1_plasmid.fna,GCF_000260965.1_ASM26096v1,47825,1
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_001314975.1_ASM131497v1_chromosome.fna,GCF_001314975.1_ASM131497v1,6487685,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_001314975.1_ASM131497v1_plasmid.fna,GCF_001314975.1_ASM131497v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000011485.1_ASM1148v1_chromosome.fna,GCF_000011485.1_ASM1148v1,2410873,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000011485.1_ASM1148v1_plasmid.fna,GCF_000011485.1_ASM1148v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000012645.1_ASM1264v1_chromosome.fna,GCF_000012645.1_ASM1264v1,1709204,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000012645.1_ASM1264v1_plasmid.fna,GCF_000012645.1_ASM1264v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_001190745.1_ASM119074v1_chromosome.fna,GCF_001190745.1_ASM119074v1,2281652,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_001190745.1_ASM119074v1_plasmid.fna,GCF_001190745.1_ASM119074v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_001865575.1_ASM186557v1_chromosome.fna,GCF_001865575.1_ASM186557v1,3645501:2657711,2
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_001865575.1_ASM186557v1_plasmid.fna,GCF_001865575.1_ASM186557v1,996314:438974:91042,3
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000226625.1_ASM22662v1_chromosome.fna,GCF_000226625.1_ASM22662v1,1638559,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000226625.1_ASM22662v1_plasmid.fna,GCF_000226625.1_ASM22662v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000214175.1_ASM21417v1_chromosome.fna,GCF_000214175.1_ASM21417v1,4738809,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000214175.1_ASM21417v1_plasmid.fna,GCF_000214175.1_ASM21417v1,17897:106784,2
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000281175.1_ASM28117v1_chromosome.fna,GCF_000281175.1_ASM28117v1,5144873,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000281175.1_ASM28117v1_plasmid.fna,GCF_000281175.1_ASM28117v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000195275.1_ASM19527v1_chromosome.fna,GCF_000195275.1_ASM19527v1,2731853,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000195275.1_ASM19527v1_plasmid.fna,GCF_000195275.1_ASM19527v1,165572,1
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000237065.1_ASM23706v1_chromosome.fna,GCF_000237065.1_ASM23706v1,6845832,1
